chr4	45762377	45764223	100040567	-
chrX	32649793	32651476	100040585	+
chr1	87386363	87394729	100040591	-
chr8	20337664	20363210	100040599	-
chrX	33313379	33315286	100040606	+
chr7	51860577	51862267	100040608	-
chrX	135167624	135177632	100040635	-
chr14	3030002	3038762	100040657	+
chr14	3049285	3076840	100040671	+
chr14	3133997	3141609	100040697	+
chrX	33575398	33577314	100040698	-
chr2	9352431	9447676	100040710	+
chrY	75715322	75741549	100040712	+
chrY	18208481	18209176	100040714	+
chrX	33657172	33658872	100040722	+
chr12	109729764	109749460	100040724	+
chrX	33700649	33702349	100040732	-
chr4	114909257	114921967	100040736	+
chr1	88226986	88262289	100040766	+
chr14	42463881	42472122	100040771	+
chrX	33955044	33956540	100040781	-
chrY	66739787	66742123	100040786	-
chr14	3262340	3305832	100040807	+
chr4	115600969	115621602	100040843	+
chr10	26078255	26079447	100040851	+
chr4	143535954	143542471	100040854	+
chr4	143551709	143558234	100040861	+
chrX	54531208	54548016	100040867	+
chr14	3428103	3594220	100040870	+
chr3	40504867	40522912	100040882	-
chr5	93481829	93540200	100040885	-
chrX	54622211	54639019	100040894	+
chrX	154635551	154639147	100040899	+
chrY	85528517	85530908	100040911	-
chr14	3688783	3698000	100040923	+
chr13	56426594	56433753	100040926	+
chr15	73428359	73428910	100040929	-
chrX	154886805	154890267	100040937	-
chr10	81742821	81771161	100040944	-
chrX	136214779	136226100	100040972	+
chr5	93924777	93929052	100040981	-
chr12	69963409	69969736	100040999	+
chr14	3963547	3970207	100041012	+
chr5	94218005	94222010	100041032	+
chr14	4084120	4099306	100041054	+
chr4	88757844	88758380	100041062	+
chr14	4165030	4173503	100041076	+
chr4	144106474	144110101	100041077	+
chr9	106625981	106627675	100041096	+
chr5	94526287	94546423	100041102	+
chr3	34699640	34716662	100041108	-
chr5	94612069	94616342	100041115	-
chr14	4397526	4406347	100041139	+
chr7	3816781	3825687	100041146	-
chr14	6735685	6742332	100041151	-
chr14	4481745	4490177	100041177	+
chr5	94865436	94885388	100041179	+
chr7	103305648	103312782	100041187	+
chr12	112772194	112802657	100041194	-
chrY	21241575	21243910	100041223	+
chr13	21811746	21812147	100041230	+
chr10	77758990	77759682	100041250	-
chr5	95182624	95195342	100041253	+
chrY	77960873	77963204	100041256	-
chr10	77770633	77771325	100041261	-
chr5	95268493	95272768	100041264	-
chr16	37647170	37654453	100041273	-
chr10	77781850	77782542	100041281	-
chrY	21164570	21166905	100041284	+
chr11	6525591	6528760	100041286	-
chr5	95305911	95343917	100041296	+
chr14	4855576	4875851	100041306	+
chr11	6650148	6660233	100041311	-
chr14	4892416	4902431	100041336	+
chr6	55684571	55694574	100041339	+
chrY	71692043	71718226	100041345	+
chrY	59606702	59632768	100041346	-
chr10	77861975	77862882	100041351	+
chr17	13354572	13377223	100041352	+
chr5	95510758	95522953	100041354	+
chrY	6267098	6269548	100041362	+
chr5	145558664	145584730	100041375	-
chr4	145670685	145704441	100041379	+
chr11	99602646	99603308	100041412	-
chr4	146502027	146539395	100041433	+
chr5	146079257	146113287	100041449	+
chr2	18742715	18760862	100041479	-
chr11	99609794	99610189	100041488	-
chrY	3771673	3783267	100041505	+
chr14	5607620	5807982	100041515	-
chr15	75108158	75111970	100041546	-
chr5	146514123	146516902	100041548	+
chrY	17093873	17095892	100041550	+
chr5	146525801	146528553	100041554	+
chr5	146537647	146540427	100041566	+
chr17	14978468	14991572	100041574	+
chr5	45697181	45857615	100041576	-
chr5	146556136	146558915	100041578	+
chr4	41941572	41943124	100041579	+
chr4	58943628	58958355	100041581	+
chr10	35708675	35711892	100041585	-
chr17	14964242	14978790	100041586	-
chrX	73175302	73176989	100041594	-
chr1	93918311	93942650	100041596	+
chr14	5821934	5830329	100041598	-
chr9	35847855	35850253	100041605	-
chr9	36134246	36135630	100041618	-
chr17	15010176	15022449	100041621	+
chrY	89999717	90000411	100041631	+
chr17	14964242	14978790	100041639	-
chrX	73175302	73176989	100041642	-
chr4	60066469	60070475	100041658	-
chr4	147753974	147809788	100041677	-
chr14	5365794	5389049	100041678	-
chr4	60218621	60222599	100041687	-
chr8	21065038	21065996	100041688	+
chr12	76444497	76451336	100041694	+
chr14	6105321	6125807	100041702	-
chr14	41573211	41581305	100041722	+
chr5	109735990	109751886	100041734	-
chr14	5501674	5522927	100041735	+
chr8	21201561	21202539	100041759	+
chr14	3395093	3403525	100041774	+
chr8	21249754	21250556	100041787	+
chr5	52441159	52443252	100041805	+
chr8	21315546	21316481	100041811	+
chr14	3449379	3459287	100041840	+
chr14	7545151	7568566	100041874	-
chr8	21529032	21530012	100041890	+
chr8	21565386	21566349	100041895	+
chr8	21665797	21666732	100041952	+
chr8	95825346	95826134	100041953	+
chr14	6405827	6412482	100041958	-
chr14	6435796	6444611	100041964	-
chr13	62368328	62383177	100041979	-
chrY	85528517	85530908	100042013	-
chr14	19496370	19504895	100042024	-
chrY	38619783	38620784	100042025	+
chr14	42792568	42797987	100042055	-
chr6	54269681	54430221	100042056	-
chr1	39804148	39805332	100042065	-
chr8	100030558	100032102	100042069	+
chr18	43472816	43475169	100042074	+
chrY	65377690	65403917	100042079	+
chr14	6868502	6889962	100042100	-
chrX	29976314	29999162	100042109	+
chrY	73669315	73695486	100042110	+
chr14	7036535	7044970	100042129	-
chr4	36952966	36988032	100042132	+
chr12	81228284	81243258	100042143	+
chrX	30329772	30352645	100042144	+
chr14	6259747	6287250	100042149	-
chr18	36017652	36197380	100042150	-
chrX	3955054	3957002	100042159	-
chr5	104508352	104522611	100042165	+
chr5	151368675	151432118	100042166	+
chrX	4037674	4039616	100042168	+
chrX	27472031	27494882	100042175	-
chr4	154637576	154644724	100042178	+
chr14	7185927	7194540	100042182	-
chr2	35549538	35558702	100042194	-
chr5	64593857	64610700	100042198	-
chrY	87550966	87575691	100042201	+
chrX	4800496	4801986	100042254	+
chrX	32649793	32651476	100042267	+
chrY	64301906	64302598	100042268	-
chrX	4952135	4954077	100042275	+
chrY	64473266	64499452	100042279	+
chr13	70021959	70119949	100042291	+
chr9	78257129	78269166	100042295	+
chr9	78289923	78305525	100042314	+
chrY	18089116	18091556	100042337	+
chr14	43602627	43608013	100042342	-
chr3	87207545	87208005	100042355	-
chr14	9884195	9886768	100042415	+
chrY	79319565	79345707	100042417	+
chrY	79148789	79151122	100042428	-
chr7	12171279	12181533	100042437	+
chr7	6398715	6432093	100042450	+
chrY	64858686	64859337	100042475	-
chrX	101849385	102092055	100042480	+
chr4	42255693	42256825	100042493	+
chr11	75461539	75466676	100042498	+
chr7	12651706	12685003	100042499	-
chr16	37647170	37654453	100042503	-
chr3	92285417	92291405	100042514	+
chr10	53596757	53609225	100042554	+
chr4	42158842	42168603	100042555	-
chrY	14029703	14030398	100042565	-
chrY	53843949	53870150	100042578	+
chr2	39157486	39162235	100042584	-
chr7	7378251	7399703	100042591	-
chrY	55213720	55239871	100042594	+
chr5	143164779	143165751	100042605	-
chr7	7670804	7689513	100042636	-
chr7	7875954	7902495	100042653	-
chrY	65723224	65723919	100042669	-
chr7	9546769	9572288	100042688	-
chr2	90322200	90326360	100042690	+
chr8	32888505	32950026	100042715	-
chr18	42274382	42275197	100042757	-
chr3	94071622	94072644	100042761	-
chr12	87618869	87622955	100042776	+
chr7	8906772	8931435	100042781	-
chrX	8985900	8986755	100042782	-
chr2	92965151	93046167	100042784	-
chr12	87644118	87644620	100042786	-
chr18	43475418	43477796	100042807	-
chr7	8469563	8489075	100042810	-
chr1	71652837	71662843	100042814	+
chrY	2720339	2720674	100042840	-
chr7	8136950	8161654	100042848	-
chrY	2785165	2796205	100042849	-
chr18	44156395	44159885	100042855	-
chr7	105895139	105953967	100042856	-
chrY	2830699	2873492	100042874	+
chr7	72648757	72649311	100042880	-
chrY	2900989	2912206	100042881	+
chr3	95871522	95889093	100042889	+
chr7	9816782	9841325	100042891	-
chr7	9747811	9770571	100042894	-
chr7	10087198	10105741	100042921	-
chrX	11299257	11299757	100042922	+
chr2	58164001	58177063	100042926	+
chrX	11302432	11302926	100042927	+
chrX	11305655	11305972	100042929	+
chrX	11308824	11309141	100042931	+
chrX	11315158	11315475	100042939	+
chrX	11318256	11318764	100042943	+
chrX	11321492	11321809	100042944	+
chrX	11324659	11324976	100042946	+
chr16	20545212	20548456	100042948	-
chr14	62463414	62566921	100042960	-
chr7	20333142	20334065	100042964	-
chr7	20441670	20442593	100042968	-
chr7	20473960	20474925	100042971	-
chr7	20575321	20576241	100042976	-
chr18	47761089	47789533	100042982	-
chr14	63329220	63345635	100042988	+
chr7	20811221	20812186	100042996	-
chr7	21300502	21301467	100043013	-
chr7	21545170	21546090	100043016	-
chr7	21760531	21761475	100043019	-
chr7	21795811	21796728	100043025	-
chr7	22027977	22028897	100043029	-
chr7	22117322	22118245	100043033	-
chr4	147021850	147060794	100043034	+
chr7	22133776	22134741	100043037	-
chr12	3403878	3427011	100043040	-
chr7	22328794	22329717	100043043	-
chr7	22437306	22438229	100043051	-
chr16	26503656	26526769	100043057	-
chr7	22463110	22464075	100043058	-
chr7	22564423	22565343	100043061	-
chr12	31168862	31185901	100043065	+
chr7	22789859	22790782	100043067	-
chr7	22983714	22984673	100043079	-
chr7	23019006	23019923	100043083	-
chr7	23250762	23251682	100043088	-
chr7	12221316	12225807	100043092	+
chr7	23539732	23547448	100043101	+
chr16	30008667	30021430	100043102	+
chr7	23575526	23578849	100043103	+
chr19	39842814	39886799	100043108	-
chr11	115020728	115027012	100043123	-
chr11	115031486	115037769	100043125	-
chr14	71251273	71271051	100043132	+
chr7	128234458	128238031	100043133	-
chr16	11008898	11015186	100043147	+
chr7	129962165	129978669	100043150	+
chr14	74975086	74987104	100043169	+
chrX	21743440	21745097	100043180	-
chr3	94174412	94178193	100043188	-
chr7	13733505	13779636	100043194	+
chr10	129963011	129967266	100043200	-
chr3	113529403	113532428	100043207	-
chrX	105348282	105391776	100043213	-
chrX	24552250	24574895	100043216	-
chr10	100335676	100336589	100043224	+
chr10	100340836	100341762	100043227	+
chr7	27765673	27770972	100043229	+
chr10	100345972	100346881	100043231	+
chr2	115493513	115527744	100043232	-
chr10	100351093	100352002	100043235	+
chr10	100361338	100362247	100043239	+
chr10	100381647	100382560	100043247	-
chr7	135258703	135272942	100043254	+
chr1	72107155	72122001	100043255	-
chr2	118745758	118748810	100043272	+
chr10	104194042	104196522	100043292	+
chr17	39536142	39540847	100043300	+
chr11	73015856	73018841	100043309	-
chr16	43648867	43664146	100043314	-
chr15	95097542	95162394	100043315	-
chr12	18216542	18217673	100043324	+
chr7	31359038	31362072	100043326	-
chr17	43534188	43543639	100043332	-
chr17	29308138	29308620	100043348	+
chr2	176613364	176636344	100043381	-
chr2	176708328	176721813	100043387	+
chr12	22115756	22156646	100043416	-
chr19	52923181	52941209	100043450	+
chr3	98552542	98588807	100043456	-
chr3	98445675	98457126	100043461	-
chr17	33289544	33307241	100043468	+
chr17	33211206	33221690	100043474	-
chr16	21794318	21809040	100043489	+
chr6	85706727	85713205	100043497	-
chr10	122119700	122130558	100043513	+
chr7	20232908	20233828	100043523	-
chr7	20417942	20418865	100043536	+
chr7	20724525	20730624	100043566	-
chr7	20771185	20772078	100043569	+
chr7	127214447	127233130	100043580	-
chr17	64514081	64555660	100043582	-
chr7	21511780	21512703	100043596	+
chr7	127511983	127561219	100043597	+
chr7	21614092	21614985	100043604	+
chr2	119321187	119326194	100043609	-
chr7	21994587	21995510	100043614	+
chr7	142273764	142274363	100043627	-
chr11	83223576	83226604	100043636	+
chr7	22582158	22588127	100043638	-
chr17	71333201	71341804	100043644	-
chr7	22713611	22719710	100043645	-
chr7	23131854	23144480	100043665	-
chr7	23217332	23218255	100043667	+
chr7	132315664	132318291	100043682	+
chr3	113279843	113291449	100043684	-
chr3	113312455	113324052	100043686	-
chr3	113345055	113356658	100043688	-
chr7	24661294	24663109	100043706	+
chr2	174643534	174710832	100043757	+
chr14	79178894	79199190	100043765	-
chr7	27949155	27949763	100043771	-
chr7	27984854	28014115	100043772	-
chr6	121064464	121069954	100043793	+
chr9	114982366	114982739	100043813	-
chr9	116189180	116194886	100043817	+
chr7	31263757	31265768	100043827	+
chr7	31703779	31705757	100043836	-
chr7	32209173	32211145	100043842	-
chr7	33171892	33173864	100043856	-
chr7	33743799	33744982	100043860	+
chr6	128705836	128723059	100043861	-
chr7	34095431	34100837	100043868	+
chr17	75861023	75889039	100043885	+
chr2	163492318	163502612	100043899	+
chr17	85600651	85618398	100043902	-
chr17	89379241	89384993	100043904	+
chr2	170061240	170070671	100043910	-
chr2	173579320	173659640	100043911	-
chr2	175372436	175384201	100043914	+
chr2	175422300	175435807	100043915	-
chr4	41966058	41971856	100043920	+
chrX	12339782	12354996	100043946	-
chr17	94864918	94878321	100044193	+
chr8	4248214	4251423	100044509	+
chr11	97777527	97782437	100044627	-
chr4	143611658	143612077	100044633	-
chr1	51507086	51596718	100045066	-
chr2	158595472	158610723	100045469	-
chr4	156130513	156133420	100045778	+
chr10	18128903	18210890	100045792	-
chrX	152110432	152111461	100046078	-
chr16	31427876	31429776	100047123	-
chr1	40076228	40085851	100047133	-
chr16	45511791	45532050	100047671	-
chr19	47736857	47919287	100048534	-
chr2	144368996	144373721	100048644	+
chr9	78395777	78423587	100048658	+
chr2	129158666	129180667	100048701	-
chr4	61670177	61674136	100048884	-
chr4	140810993	140817511	100049161	+
chrX	66796805	66796875	100049545	-
chrX	66776757	66776818	100049546	-
chr11	50357785	50357879	100049547	-
chrX	66780373	66780437	100049548	-
chr8	84178716	84178787	100049549	-
chr7	3218626	3218708	100049710	+
chr7	3219189	3219270	100049711	+
chr7	3220641	3220724	100049712	+
chr7	3220773	3220841	100049713	+
chr7	3220343	3220422	100049714	+
chr7	3218919	3219000	100049715	+
chr4	94636653	94650144	100061	-
chr4	96294508	96348662	100066	-
chr4	150917322	151861876	100072	-
chrX	157566119	157568985	100073351	-
chr4	108847785	108849413	100087	+
chr4	132331919	132353605	100088	-
chr4	152019774	152027671	100090	-
chr6	141340553	141344387	100093700	+
chr11	66168035	66301237	100093714	+
chr9	45954101	45955998	100101457	+
chr12	55230168	55263836	100101806	+
chr12	55199592	55217168	100101807	+
chr1	46425592	46807476	100101919	+
chr4	106442329	106464329	100102	-
chrY	24564331	24567568	100113394	-
chr10	80602880	80607654	100113398	+
chr4	45965334	46034761	100121	+
chrX	52742331	52742413	100124431	-
chr16	13449523	13449601	100124432	+
chr14	54975700	54975776	100124433	-
chr2	10517067	10517164	100124435	+
chr14	44947443	44947511	100124437	-
chr7	19386643	19386717	100124438	+
chr7	61940027	61940106	100124439	-
chrX	66835764	66835842	100124440	-
chrX	66825955	66826035	100124441	-
chr2	10498685	10498766	100124442	+
chr2	10481534	10481617	100124443	+
chr2	10468675	10468768	100124445	+
chr2	10514891	10514971	100124446	+
chr2	10507630	10507714	100124447	+
chr2	10505721	10505807	100124448	+
chrX	68010105	68010179	100124449	-
chr12	109729325	109729402	100124450	+
chr5	64970318	64970395	100124451	+
chr14	63727189	63727267	100124452	+
chr12	109723218	109723301	100124453	+
chr4	94665157	94665237	100124456	+
chr4	36668510	36668586	100124457	-
chr4	36645373	36645453	100124458	-
chr17	35960730	35960814	100124459	-
chrX	66801944	66802021	100124460	-
chr12	109682197	109682273	100124461	+
chrX	66780758	66780833	100124462	-
chrX	72591500	72591579	100124463	-
chrX	66832517	66832597	100124464	-
chr2	10511967	10512062	100124465	+
chr12	109580233	109580315	100124466	+
chr16	43640655	43640737	100124467	+
chr6	3721301	3721385	100124468	-
chr15	35660970	35661047	100124469	-
chr3	89227116	89227198	100124470	-
chr7	3219482	3219560	100124471	+
chrX	66829202	66829280	100124473	-
chr2	10503565	10503645	100124474	+
chr2	10471953	10472046	100124475	+
chrX	59097658	59097736	100124476	-
chrX	66810428	66810504	100124478	-
chrX	66801508	66801585	100124479	-
chrX	66800530	66800607	100124480	-
chr3	90070020	90070099	100124481	+
chr2	10515820	10515921	100124482	+
chr2	10509016	10509113	100124483	+
chr12	109735619	109735700	100124484	+
chr2	10474219	10474300	100124485	+
chr2	10466944	10467037	100124486	+
chr2	10473931	10474027	100124487	+
chr2	14261003	14261081	100124488	+
chr13	109324744	109324824	100124489	+
chr13	58023125	58023200	100124491	-
chr5	9375704	9375779	100124492	+
chrX	66789890	66789967	100124493	-
chrX	103572921	103572996	100124494	-
chr2	10514595	10514674	100124495	+
chrX	66777256	66777332	100124496	-
chr2	10478798	10478880	100124624	+
chr2	10486135	10486217	100124625	+
chr2	10488599	10488681	100124626	+
chr2	10491048	10491130	100124627	+
chr2	10479088	10479171	100124640	+
chr13	74407065	74407173	100124641	+
chr2	10483678	10483760	100124642	+
chr2	10495980	10496062	100124643	+
chr13	50600972	50601080	100124649	-
chr2	10483966	10484055	100124668	+
chr1	191025350	191029781	100125339	+
chr3	64115278	64141928	100125586	-
chr2	151380650	151432402	100125594	-
chr2	26445696	26459390	100125929	+
chr3	103964536	103968581	100125931	-
chr6	117495235	117500077	100126203	+
chr11	118444200	118454995	100126224	-
chr15	101485130	101491512	100126226	-
chr4	140947666	140957902	100126227	-
chr17	47699971	47701996	100126242	-
chr7	45635680	45638765	100126243	-
chr15	35307005	35328535	100126269	-
chr12	112428284	112435338	100126692	-
chr17	38416474	38420185	100126765	-
chr17	40632075	40637060	100126766	+
chr17	38639447	38645653	100126768	+
chr17	38554192	38560621	100126773	+
chr17	39406359	39410992	100126774	+
chr17	39950520	39955287	100126775	+
chr17	39036695	39040227	100126776	+
chr17	40598594	40602618	100126777	+
chr17	40520022	40530421	100126778	+
chr17	39073691	39077037	100126779	-
chr7	141461481	141467771	100126795	-
chr15	89371637	89373846	100126824	-
chr19	8725866	8725991	100127111	+
chr11	97020508	97026248	100127433	-
chr4	152274232	152285337	100129	+
chr11	23558058	23558842	100134990	-
chrX	37458585	37473964	100135654	+
chrX	37542019	37551082	100135657	+
chr11	97490783	97500340	100141474	-
chr14	55038462	55042979	100151693	+
chrX	123221399	123222481	100151772	-
chr4	59043753	59138983	100155	-
chr4	134396320	134427413	100163	+
chr4	141614026	141615604	100165	+
chr4	132355923	132422489	100169	-
chrX	74365718	74373218	100169864	-
chr14	4430992	4519452	100169868	+
chr17	57091370	57105942	100169874	-
chr10	77257776	77259223	100169878	-
chr7	43214039	43226842	100170401	+
chr19	45998137	46013386	100174921	+
chr4	127077383	127124372	100177	+
chr4	63367125	63403354	100182	-
chr4	61778324	61782269	100189605	-
chr13	113037419	113037498	100190765	+
chr10	77826115	77827095	100191037	-
chr4	149979475	150009023	100198	-
chr4	15265831	15286753	100201	+
chr4	126316047	126321703	100206	-
chr4	133584362	133591735	100210	+
chr4	43381979	43427088	100213	+
chr2	150257517	150270300	100216455	+
chr17	7350885	7352696	100216474	-
chr11	69073427	69073561	100216530	+
chr16	23108953	23109021	100216532	+
chr4	117155770	117155848	100216533	-
chr11	48802032	48802112	100216534	+
chr11	106500993	106501062	100216537	+
chr11	78181686	78181756	100216539	-
chr11	48803139	48803206	100216540	+
chr1	87784556	87784820	100217415	+
chr4	132309941	132310069	100217418	+
chr7	141448803	141448939	100217419	+
chr16	23110756	23110933	100217420	+
chr8	31149864	31149967	100217422	-
chr7	44249852	44249941	100217434	+
chr7	15938762	15938870	100217441	-
chr14	52209785	52209894	100217445	-
chr12	80391614	80391737	100217447	-
chr4	86586453	86586583	100217448	-
chr13	95330600	95330737	100217450	+
chr6	115807975	115808114	100217451	-
chr17	71631281	71631365	100217462	+
chr4	132853501	132884509	100226	-
chr12	102753275	102757803	100233175	-
